participant_id,interfaceId,interfaceOrder001,interfaceOrder002,setId,setOrder001,setOrder002,phaseId,trialId,command__t,command__x,command__y,command__w,command__h,command__p,command__n,sameParent,time,correct
4,1,1,0,0,0,1,1,14,Change bottom margin,350,195,45,20,1,2,FALSE,1724,TRUE
2,1,0,1,1,0,1,1,6,Italicize text,35,125,28,20,0,1,FALSE,1719,TRUE
8,1,0,1,0,1,0,1,24,Bold text,9,125,28,20,0,0,FALSE,1718,TRUE
10,1,0,1,1,0,1,1,9,Change cell lines,1002,420,45,30,3,1,FALSE,1714,TRUE
2,1,0,1,1,0,1,1,12,Change cell lines,1002,420,45,30,3,1,FALSE,1713,TRUE
1,1,1,0,1,1,0,1,3,Center text,351,125,28,20,0,3,FALSE,1711,TRUE
5,1,0,1,0,1,0,1,26,Change cell shading,1002,390,45,30,3,0,FALSE,1711,TRUE
3,1,0,1,0,1,0,1,11,Bold text,9,125,28,20,0,0,FALSE,1704,TRUE
8,1,0,1,0,1,0,1,3,Change bottom margin,350,195,45,20,1,2,FALSE,1702,TRUE
9,1,0,1,1,0,1,1,36,Center text,351,125,28,20,0,3,FALSE,1694,TRUE
3,1,0,1,0,1,0,1,22,Bold text,9,125,28,20,0,0,FALSE,1687,TRUE
4,1,1,0,0,0,1,1,27,Change orientation,7,192,60,58,1,0,FALSE,1687,TRUE
8,1,0,1,0,1,0,1,23,Change orientation,7,192,60,58,1,0,FALSE,1687,TRUE
1,1,1,0,1,1,0,1,15,Change cell lines,1002,420,45,30,3,1,FALSE,1684,TRUE
5,1,0,1,0,1,0,1,31,Bold text,9,125,28,20,0,0,FALSE,1684,TRUE
4,1,1,0,0,0,1,1,44,Insert picture,1140,95,50,55,0,4,FALSE,1672,TRUE
4,1,1,0,0,0,1,1,52,Bold text,9,125,28,20,0,0,FALSE,1665,TRUE
4,1,1,0,0,0,1,1,54,Change orientation,7,192,60,58,1,0,FALSE,1664,TRUE
9,1,0,1,1,0,1,1,27,Change left margin,255,225,45,20,1,3,FALSE,1662,TRUE
4,1,1,0,0,0,1,1,77,Change cell shading,1002,390,45,30,3,0,FALSE,1658,TRUE
3,1,0,1,0,1,0,1,29,Change orientation,7,192,60,58,1,0,FALSE,1654,TRUE
2,1,0,1,1,0,1,1,26,Change cell lines,1002,420,45,30,3,1,FALSE,1649,TRUE
2,1,0,1,1,0,1,1,7,Change size,67,192,55,58,1,1,FALSE,1648,TRUE
7,1,1,0,1,1,0,1,13,Italicize text,35,125,28,20,0,1,FALSE,1648,TRUE
9,1,0,1,1,0,1,1,33,Change left margin,255,225,45,20,1,3,FALSE,1642,TRUE
4,1,1,0,0,0,1,1,83,Change orientation,7,192,60,58,1,0,FALSE,1640,TRUE
7,1,1,0,1,1,0,1,16,Change cell lines,1002,420,45,30,3,1,FALSE,1637,TRUE
6,1,1,0,0,0,1,1,15,Change bottom margin,350,195,45,20,1,2,FALSE,1634,TRUE
7,1,1,0,1,1,0,1,17,Change size,67,192,55,58,1,1,FALSE,1632,TRUE
8,1,0,1,0,1,0,1,17,Change orientation,7,192,60,58,1,0,FALSE,1629,TRUE
4,1,1,0,0,0,1,1,73,Insert picture,1140,95,50,55,0,4,FALSE,1621,TRUE
2,1,0,1,1,0,1,1,28,Insert text box,1040,95,50,55,0,5,FALSE,1616,TRUE
5,1,0,1,0,1,0,1,33,Change cell shading,1002,390,45,30,3,0,FALSE,1608,TRUE
9,1,0,1,1,0,1,1,6,Change cell lines,1002,420,45,30,3,1,FALSE,1608,TRUE
4,1,1,0,0,0,1,1,87,Insert picture,1140,95,50,55,0,4,FALSE,1602,TRUE
9,1,0,1,1,0,1,1,17,Change cell lines,1002,420,45,30,3,1,FALSE,1602,TRUE
3,1,0,1,0,1,0,1,31,Insert picture,1140,95,50,55,0,4,FALSE,1596,TRUE
9,1,0,1,1,0,1,1,21,Change size,67,192,55,58,1,1,FALSE,1592,TRUE
6,1,1,0,0,0,1,1,25,Change orientation,7,192,60,58,1,0,FALSE,1587,TRUE
5,1,0,1,0,1,0,1,29,Change bottom margin,350,195,45,20,1,2,FALSE,1578,TRUE
2,1,0,1,1,0,1,1,8,Insert text box,1040,95,50,55,0,5,FALSE,1576,TRUE
9,1,0,1,1,0,1,1,25,Change cell lines,1002,420,45,30,3,1,FALSE,1566,TRUE
10,1,0,1,1,0,1,1,6,Change size,67,192,55,58,1,1,FALSE,1562,TRUE
9,1,0,1,1,0,1,1,2,Center text,351,125,28,20,0,3,FALSE,1561,TRUE
10,1,0,1,1,0,1,1,36,Center text,351,125,28,20,0,3,FALSE,1561,TRUE
1,1,1,0,1,1,0,1,18,Insert text box,1040,95,50,55,0,5,FALSE,1558,TRUE
1,1,1,0,1,1,0,1,20,Change cell lines,1002,420,45,30,3,1,FALSE,1556,TRUE
10,1,0,1,1,0,1,1,4,Change cell lines,1002,420,45,30,3,1,FALSE,1546,TRUE
8,1,0,1,0,1,0,1,33,Change cell shading,1002,390,45,30,3,0,FALSE,1542,TRUE
8,1,0,1,0,1,0,1,34,Bold text,9,125,28,20,0,0,FALSE,1542,TRUE
4,1,1,0,0,0,1,1,42,Change cell shading,1002,390,45,30,3,0,FALSE,1538,TRUE
5,1,0,1,0,1,0,1,27,Insert picture,1140,95,50,55,0,4,FALSE,1535,TRUE
9,1,0,1,1,0,1,1,29,Insert text box,1040,95,50,55,0,5,FALSE,1522,TRUE
7,1,1,0,1,1,0,1,34,Center text,351,125,28,20,0,3,FALSE,1519,TRUE
1,1,1,0,1,1,0,1,5,Change cell lines,1002,420,45,30,3,1,FALSE,1518,TRUE
6,1,1,0,0,0,1,1,1,Insert picture,1140,95,50,55,0,4,FALSE,1513,TRUE
9,1,0,1,1,0,1,1,26,Center text,351,125,28,20,0,3,FALSE,1513,TRUE
2,1,0,1,1,0,1,1,1,Insert text box,1040,95,50,55,0,5,FALSE,1508,TRUE
10,1,0,1,1,0,1,1,7,Center text,351,125,28,20,0,3,FALSE,1502,TRUE
6,1,1,0,0,0,1,1,13,Change orientation,7,192,60,58,1,0,FALSE,1500,TRUE
1,1,1,0,1,1,0,1,19,Change size,67,192,55,58,1,1,FALSE,1492,TRUE
9,1,0,1,1,0,1,1,18,Insert text box,1040,95,50,55,0,5,FALSE,1490,TRUE
4,1,1,0,0,0,1,1,79,Bold text,9,125,28,20,0,0,FALSE,1482,TRUE
5,1,0,1,0,1,0,1,5,Bold text,9,125,28,20,0,0,FALSE,1482,TRUE
3,1,0,1,0,1,0,1,2,Change orientation,7,192,60,58,1,0,FALSE,1481,TRUE
10,1,0,1,1,0,1,1,26,Center text,351,125,28,20,0,3,FALSE,1481,TRUE
8,1,0,1,0,1,0,1,27,Change orientation,7,192,60,58,1,0,FALSE,1479,TRUE
1,1,1,0,1,1,0,1,2,Change left margin,255,225,45,20,1,3,FALSE,1477,TRUE
7,1,1,0,1,1,0,1,9,Italicize text,35,125,28,20,0,1,FALSE,1477,TRUE
10,1,0,1,1,0,1,1,22,Change cell lines,1002,420,45,30,3,1,FALSE,1473,TRUE
4,1,1,0,0,0,1,1,86,Change orientation,7,192,60,58,1,0,FALSE,1470,TRUE
6,1,1,0,0,0,1,1,11,Bold text,9,125,28,20,0,0,FALSE,1462,TRUE
5,1,0,1,0,1,0,1,34,Change orientation,7,192,60,58,1,0,FALSE,1450,TRUE
6,1,1,0,0,0,1,1,34,Change orientation,7,192,60,58,1,0,FALSE,1444,TRUE
5,1,0,1,0,1,0,1,15,Change bottom margin,350,195,45,20,1,2,FALSE,1443,TRUE
1,1,1,0,1,1,0,1,29,Change left margin,255,225,45,20,1,3,FALSE,1435,TRUE
1,1,1,0,1,1,0,1,14,Italicize text,35,125,28,20,0,1,FALSE,1433,TRUE
6,1,1,0,0,0,1,1,3,Change orientation,7,192,60,58,1,0,FALSE,1417,TRUE
8,1,0,1,0,1,0,1,5,Justify text,407,125,28,20,0,2,FALSE,1413,TRUE
1,1,1,0,1,1,0,1,4,Change size,67,192,55,58,1,1,FALSE,1412,TRUE
5,1,0,1,0,1,0,1,20,Justify text,407,125,28,20,0,2,FALSE,1409,TRUE
5,1,0,1,0,1,0,1,11,Insert picture,1140,95,50,55,0,4,FALSE,1398,TRUE
8,1,0,1,0,1,0,1,32,Change orientation,7,192,60,58,1,0,FALSE,1398,TRUE
8,1,0,1,0,1,0,1,28,Insert picture,1140,95,50,55,0,4,FALSE,1397,TRUE
5,1,0,1,0,1,0,1,21,Change orientation,7,192,60,58,1,0,FALSE,1387,TRUE
5,1,0,1,0,1,0,1,4,Change orientation,7,192,60,58,1,0,FALSE,1386,TRUE
7,1,1,0,1,1,0,1,19,Change cell lines,1002,420,45,30,3,1,FALSE,1384,TRUE
5,1,0,1,0,1,0,1,16,Change cell shading,1002,390,45,30,3,0,FALSE,1383,TRUE
6,1,1,0,0,0,1,1,20,Change orientation,7,192,60,58,1,0,FALSE,1369,TRUE
6,1,1,0,0,0,1,1,35,Insert picture,1140,95,50,55,0,4,FALSE,1369,TRUE
2,1,0,1,1,0,1,1,29,Change left margin,255,225,45,20,1,3,FALSE,1353,TRUE
10,1,0,1,1,0,1,1,23,Change left margin,255,225,45,20,1,3,FALSE,1345,TRUE
2,1,0,1,1,0,1,1,19,Change size,67,192,55,58,1,1,FALSE,1344,TRUE
2,1,0,1,1,0,1,1,36,Change size,67,192,55,58,1,1,FALSE,1327,TRUE
10,1,0,1,1,0,1,1,13,Change left margin,255,225,45,20,1,3,FALSE,1322,TRUE
2,1,0,1,1,0,1,1,27,Change size,67,192,55,58,1,1,FALSE,1315,TRUE
10,1,0,1,1,0,1,1,21,Change size,67,192,55,58,1,1,FALSE,1315,TRUE
10,1,0,1,1,0,1,1,25,Change size,67,192,55,58,1,1,FALSE,1294,TRUE
5,1,0,1,0,1,0,1,36,Change bottom margin,350,195,45,20,1,2,FALSE,1278,TRUE
10,1,0,1,1,0,1,1,30,Change cell lines,1002,420,45,30,3,1,FALSE,1248,TRUE
9,1,0,1,1,0,1,1,5,Change size,67,192,55,58,1,1,FALSE,1232,TRUE
2,1,0,1,1,0,1,1,25,Italicize text,35,125,28,20,0,1,FALSE,1226,TRUE
10,1,0,1,1,0,1,1,29,Change left margin,255,225,45,20,1,3,FALSE,1218,TRUE
9,1,0,1,1,0,1,1,35,Change cell lines,1002,420,45,30,3,1,FALSE,1208,TRUE
10,1,0,1,1,0,1,1,31,Change size,67,192,55,58,1,1,FALSE,1194,TRUE
5,1,0,1,0,1,0,1,17,Change orientation,7,192,60,58,1,0,FALSE,1178,TRUE
10,1,0,1,1,0,1,1,3,Center text,351,125,28,20,0,3,FALSE,1155,TRUE
9,1,0,1,1,0,1,1,10,Change left margin,255,225,45,20,1,3,FALSE,4224,FALSE
4,1,1,0,0,0,1,1,30,Change bottom margin,350,195,45,20,1,2,FALSE,4111,FALSE
7,1,1,0,1,1,0,1,30,Insert text box,1040,95,50,55,0,5,FALSE,4046,FALSE
3,1,0,1,0,1,0,1,9,Justify text,407,125,28,20,0,2,FALSE,3964,FALSE
6,1,1,0,0,0,1,1,29,Change cell shading,1002,390,45,30,3,0,FALSE,3651,FALSE
3,1,0,1,0,1,0,1,7,Change cell shading,1002,390,45,30,3,0,FALSE,3578,FALSE
3,1,0,1,0,1,0,1,4,Change bottom margin,350,195,45,20,1,2,FALSE,3556,FALSE
5,1,0,1,0,1,0,1,2,Change bottom margin,350,195,45,20,1,2,FALSE,3073,FALSE
8,1,0,1,0,1,0,1,26,Bold text,9,125,28,20,0,0,FALSE,2826,FALSE
9,1,0,1,1,0,1,1,1,Change left margin,255,225,45,20,1,3,FALSE,2784,FALSE
8,1,0,1,0,1,0,1,22,Change cell shading,1002,390,45,30,3,0,FALSE,2454,FALSE
7,1,1,0,1,1,0,1,14,Change left margin,255,225,45,20,1,3,FALSE,2343,FALSE
2,1,0,1,1,0,1,1,34,Change left margin,255,225,45,20,1,3,FALSE,2280,FALSE
10,1,0,1,1,0,1,1,14,Change cell lines,1002,420,45,30,3,1,FALSE,2225,FALSE
5,1,0,1,0,1,0,1,35,Justify text,407,125,28,20,0,2,FALSE,2218,FALSE
8,1,0,1,0,1,0,1,14,Change bottom margin,350,195,45,20,1,2,FALSE,2150,FALSE
3,1,0,1,0,1,0,1,5,Justify text,407,125,28,20,0,2,FALSE,2138,FALSE
5,1,0,1,0,1,0,1,9,Change bottom margin,350,195,45,20,1,2,FALSE,1942,FALSE
5,1,0,1,0,1,0,1,23,Insert picture,1140,95,50,55,0,4,FALSE,1795,FALSE
9,0,0,1,0,0,1,1,26,Change orientation,7,92,60,58,1,0,TRUE,3666,TRUE
6,0,1,0,1,0,1,1,30,Insert text box,1040,95,50,55,0,5,TRUE,3493,TRUE
6,0,1,0,1,0,1,1,34,Insert text box,1040,95,50,55,0,5,TRUE,3270,TRUE
4,0,1,0,1,0,1,1,30,Change size,67,92,55,58,1,1,TRUE,3208,TRUE
3,0,0,1,1,1,0,1,32,Insert text box,1040,95,50,55,0,5,TRUE,3114,TRUE
2,0,0,1,0,0,1,1,36,Justify text,407,125,28,20,0,2,TRUE,2965,TRUE
8,0,0,1,1,1,0,1,12,Italicize text,35,125,28,20,0,1,TRUE,2893,TRUE
8,0,0,1,1,1,0,1,13,Insert text box,1040,95,50,55,0,5,TRUE,2858,TRUE
7,0,1,0,0,1,0,1,25,Insert picture,1140,95,50,55,0,4,TRUE,2782,TRUE
9,0,0,1,0,0,1,1,22,Insert picture,1140,95,50,55,0,4,TRUE,2660,TRUE
3,0,0,1,1,1,0,1,21,Insert text box,1040,95,50,55,0,5,TRUE,2638,TRUE
3,0,0,1,1,1,0,1,4,Change left margin,255,125,43,20,1,3,TRUE,2618,TRUE
3,0,0,1,1,1,0,1,10,Insert text box,1040,95,50,55,0,5,TRUE,2606,TRUE
5,0,0,1,1,1,0,1,5,Change size,67,92,55,58,1,1,TRUE,2482,TRUE
7,0,1,0,0,1,0,1,4,Bold text,7,125,28,20,0,0,TRUE,2448,TRUE
8,0,0,1,1,1,0,1,19,Insert text box,1040,95,50,55,0,5,TRUE,2276,TRUE
10,0,0,1,0,0,1,1,18,Insert picture,1140,95,50,55,0,4,TRUE,2231,TRUE
6,0,1,0,1,0,1,1,16,Change left margin,255,125,43,20,1,3,TRUE,2223,TRUE
4,0,1,0,1,0,1,1,24,Insert text box,1040,95,50,55,0,5,TRUE,2208,TRUE
2,0,0,1,0,0,1,1,10,Justify text,407,125,28,20,0,2,TRUE,2195,TRUE
3,0,0,1,1,1,0,1,6,Italicize text,35,125,28,20,0,1,TRUE,2178,TRUE
4,0,1,0,1,0,1,1,31,Change left margin,255,125,43,20,1,3,TRUE,2172,TRUE
4,0,1,0,1,0,1,1,16,Italicize text,35,125,28,20,0,1,TRUE,2096,TRUE
7,0,1,0,0,1,0,1,36,Insert picture,1140,95,50,55,0,4,TRUE,2039,TRUE
6,0,1,0,1,0,1,1,18,Italicize text,35,125,28,20,0,1,TRUE,2032,TRUE
7,0,1,0,0,1,0,1,17,Change bottom margin,350,95,45,20,1,2,TRUE,2032,TRUE
4,0,1,0,1,0,1,1,67,Insert text box,1040,95,50,55,0,5,TRUE,2012,TRUE
8,0,0,1,1,1,0,1,29,Center text,351,125,28,20,0,3,TRUE,1998,TRUE
7,0,1,0,0,1,0,1,22,Justify text,407,125,28,20,0,2,TRUE,1970,TRUE
2,0,0,1,0,0,1,1,24,Insert picture,1140,95,50,55,0,4,TRUE,1906,TRUE
4,0,1,0,1,0,1,1,26,Italicize text,35,125,28,20,0,1,TRUE,1902,TRUE
9,0,0,1,0,0,1,1,33,Insert picture,1140,95,50,55,0,4,TRUE,1902,TRUE
8,0,0,1,1,1,0,1,35,Change size,67,92,55,58,1,1,TRUE,1881,TRUE
10,0,0,1,0,0,1,1,33,Insert picture,1140,95,50,55,0,4,TRUE,1866,TRUE
10,0,0,1,0,0,1,1,15,Change bottom margin,350,95,45,20,1,2,TRUE,1848,TRUE
3,0,0,1,1,1,0,1,9,Center text,351,125,28,20,0,3,TRUE,1844,TRUE
9,0,0,1,0,0,1,1,30,Justify text,407,125,28,20,0,2,TRUE,1842,TRUE
9,0,0,1,0,0,1,1,13,Justify text,407,125,28,20,0,2,TRUE,1838,TRUE
3,0,0,1,1,1,0,1,31,Italicize text,35,125,28,20,0,1,TRUE,1820,TRUE
2,0,0,1,0,0,1,1,14,Bold text,7,125,28,20,0,0,TRUE,1812,TRUE
8,0,0,1,1,1,0,1,17,Change size,67,92,55,58,1,1,TRUE,1747,TRUE
6,0,1,0,1,0,1,1,22,Italicize text,35,125,28,20,0,1,TRUE,1737,TRUE
4,0,1,0,1,0,1,1,40,Center text,351,125,28,20,0,3,TRUE,1734,TRUE
4,0,1,0,1,0,1,1,63,Center text,351,125,28,20,0,3,TRUE,1715,TRUE
8,0,0,1,1,1,0,1,10,Change left margin,255,125,43,20,1,3,TRUE,1714,TRUE
10,0,0,1,0,0,1,1,9,Justify text,407,125,28,20,0,2,TRUE,1712,TRUE
1,0,1,0,0,1,0,1,10,Bold text,7,125,28,20,0,0,TRUE,1702,TRUE
4,0,1,0,1,0,1,1,38,Change size,67,92,55,58,1,1,TRUE,1694,TRUE
4,0,1,0,1,0,1,1,3,Center text,351,125,28,20,0,3,TRUE,1692,TRUE
10,0,0,1,0,0,1,1,26,Justify text,407,125,28,20,0,2,TRUE,1690,TRUE
1,0,1,0,0,1,0,1,26,Change bottom margin,350,95,45,20,1,2,TRUE,1686,TRUE
2,0,0,1,0,0,1,1,2,Justify text,407,125,28,20,0,2,TRUE,1672,TRUE
6,0,1,0,1,0,1,1,19,Insert text box,1040,95,50,55,0,5,TRUE,1658,TRUE
5,0,0,1,1,1,0,1,15,Center text,351,125,28,20,0,3,TRUE,1652,TRUE
9,0,0,1,0,0,1,1,2,Justify text,407,125,28,20,0,2,TRUE,1651,TRUE
1,0,1,0,0,1,0,1,20,Justify text,407,125,28,20,0,2,TRUE,1646,TRUE
4,0,1,0,1,0,1,1,89,Change left margin,255,125,43,20,1,3,TRUE,1644,TRUE
7,0,1,0,0,1,0,1,14,Bold text,7,125,28,20,0,0,TRUE,1640,TRUE
1,0,1,0,0,1,0,1,28,Justify text,407,125,28,20,0,2,TRUE,1629,TRUE
9,0,0,1,0,0,1,1,34,Bold text,7,125,28,20,0,0,TRUE,1625,TRUE
4,0,1,0,1,0,1,1,75,Center text,351,125,28,20,0,3,TRUE,1610,TRUE
3,0,0,1,1,1,0,1,13,Change left margin,255,125,43,20,1,3,TRUE,1608,TRUE
3,0,0,1,1,1,0,1,30,Center text,351,125,28,20,0,3,TRUE,1600,TRUE
2,0,0,1,0,0,1,1,27,Justify text,407,125,28,20,0,2,TRUE,1578,TRUE
7,0,1,0,0,1,0,1,5,Justify text,407,125,28,20,0,2,TRUE,1575,TRUE
1,0,1,0,0,1,0,1,34,Bold text,7,125,28,20,0,0,TRUE,1536,TRUE
7,0,1,0,0,1,0,1,11,Justify text,407,125,28,20,0,2,TRUE,1528,TRUE
4,0,1,0,1,0,1,1,57,Center text,351,125,28,20,0,3,TRUE,1524,TRUE
4,0,1,0,1,0,1,1,46,Insert text box,1040,95,50,55,0,5,TRUE,1507,TRUE
4,0,1,0,1,0,1,1,11,Center text,351,125,28,20,0,3,TRUE,1500,TRUE
4,0,1,0,1,0,1,1,33,Italicize text,35,125,28,20,0,1,TRUE,1500,TRUE
4,0,1,0,1,0,1,1,85,Italicize text,35,125,28,20,0,1,TRUE,1484,TRUE
4,0,1,0,1,0,1,1,25,Center text,351,125,28,20,0,3,TRUE,1474,TRUE
6,0,1,0,1,0,1,1,25,Change left margin,255,125,43,20,1,3,TRUE,1474,TRUE
6,0,1,0,1,0,1,1,33,Italicize text,35,125,28,20,0,1,TRUE,1473,TRUE
1,0,1,0,0,1,0,1,19,Bold text,7,125,28,20,0,0,TRUE,1440,TRUE
9,0,0,1,0,0,1,1,5,Change orientation,7,92,60,58,1,0,TRUE,1417,TRUE
10,0,0,1,0,0,1,1,23,Bold text,7,125,28,20,0,0,TRUE,1410,TRUE
5,0,0,1,1,1,0,1,25,Center text,351,125,28,20,0,3,TRUE,1400,TRUE
7,0,1,0,0,1,0,1,31,Bold text,7,125,28,20,0,0,TRUE,1384,TRUE
4,0,1,0,1,0,1,1,34,Center text,351,125,28,20,0,3,TRUE,1372,TRUE
4,0,1,0,1,0,1,1,49,Italicize text,35,125,28,20,0,1,TRUE,1370,TRUE
8,0,0,1,1,1,0,1,32,Center text,351,125,28,20,0,3,TRUE,1366,TRUE
5,0,0,1,1,1,0,1,36,Center text,351,125,28,20,0,3,TRUE,1328,TRUE
10,0,0,1,0,0,1,1,28,Change orientation,7,92,60,58,1,0,TRUE,1306,TRUE
10,0,0,1,0,0,1,1,13,Bold text,7,125,28,20,0,0,TRUE,1298,TRUE
5,0,0,1,1,1,0,1,34,Change left margin,255,125,43,20,1,3,TRUE,1271,TRUE
10,0,0,1,0,0,1,1,35,Change orientation,7,92,60,58,1,0,TRUE,1256,TRUE
4,0,1,0,1,0,1,1,59,Change size,67,92,55,58,1,1,TRUE,1201,TRUE
2,0,0,1,0,0,1,1,34,Change orientation,7,92,60,58,1,0,TRUE,5153,FALSE
3,0,0,1,1,1,0,1,18,Insert text box,1040,95,50,55,0,5,TRUE,3811,FALSE
2,0,0,1,0,0,1,1,33,Change bottom margin,350,95,45,20,1,2,FALSE,6868,TRUE
9,0,0,1,0,0,1,1,14,Change orientation,7,92,60,58,1,0,FALSE,6722,TRUE
2,0,0,1,0,0,1,1,30,Change cell shading,1002,95,45,30,3,0,FALSE,6663,TRUE
7,0,1,0,0,1,0,1,1,Change cell shading,1002,95,45,30,3,0,FALSE,6447,TRUE
3,0,0,1,1,1,0,1,35,Change left margin,255,125,43,20,1,3,FALSE,6444,TRUE
8,0,0,1,1,1,0,1,24,Change left margin,255,125,43,20,1,3,FALSE,6098,TRUE
6,0,1,0,1,0,1,1,15,Change size,67,92,55,58,1,1,FALSE,6090,TRUE
3,0,0,1,1,1,0,1,28,Change size,67,92,55,58,1,1,FALSE,6084,TRUE
8,0,0,1,1,1,0,1,25,Insert text box,1040,95,50,55,0,5,FALSE,6051,TRUE
6,0,1,0,1,0,1,1,12,Insert text box,1040,95,50,55,0,5,FALSE,5906,TRUE
2,0,0,1,0,0,1,1,32,Change cell shading,1002,95,45,30,3,0,FALSE,5888,TRUE
4,0,1,0,1,0,1,1,22,Change size,67,92,55,58,1,1,FALSE,5748,TRUE
5,0,0,1,1,1,0,1,31,Change cell lines,1002,120,45,30,3,1,FALSE,5499,TRUE
1,0,1,0,0,1,0,1,30,Insert picture,1140,95,50,55,0,4,FALSE,5135,TRUE
1,0,1,0,0,1,0,1,16,Insert picture,1140,95,50,55,0,4,FALSE,4677,TRUE
6,0,1,0,1,0,1,1,13,Change cell lines,1002,120,45,30,3,1,FALSE,4536,TRUE
5,0,0,1,1,1,0,1,14,Insert text box,1040,95,50,55,0,5,FALSE,4496,TRUE
4,0,1,0,1,0,1,1,8,Insert text box,1040,95,50,55,0,5,FALSE,4380,TRUE
5,0,0,1,1,1,0,1,3,Insert text box,1040,95,50,55,0,5,FALSE,4369,TRUE
2,0,0,1,0,0,1,1,35,Insert picture,1140,95,50,55,0,4,FALSE,4360,TRUE
2,0,0,1,0,0,1,1,29,Insert picture,1140,95,50,55,0,4,FALSE,4297,TRUE
1,0,1,0,0,1,0,1,17,Change bottom margin,350,95,45,20,1,2,FALSE,4241,TRUE
8,0,0,1,1,1,0,1,7,Change cell lines,1002,120,45,30,3,1,FALSE,4193,TRUE
1,0,1,0,0,1,0,1,22,Insert picture,1140,95,50,55,0,4,FALSE,4186,TRUE
6,0,1,0,1,0,1,1,21,Center text,351,125,28,20,0,3,FALSE,4185,TRUE
4,0,1,0,1,0,1,1,1,Change size,67,92,55,58,1,1,FALSE,4158,TRUE
5,0,0,1,1,1,0,1,9,Change size,67,92,55,58,1,1,FALSE,4097,TRUE
7,0,1,0,0,1,0,1,19,Change cell shading,1002,95,45,30,3,0,FALSE,4062,TRUE
8,0,0,1,1,1,0,1,15,Italicize text,35,125,28,20,0,1,FALSE,4014,TRUE
7,0,1,0,0,1,0,1,33,Change cell shading,1002,95,45,30,3,0,FALSE,3963,TRUE
7,0,1,0,0,1,0,1,6,Change orientation,7,92,60,58,1,0,FALSE,3945,TRUE
9,0,0,1,0,0,1,1,20,Change cell shading,1002,95,45,30,3,0,FALSE,3940,TRUE
8,0,0,1,1,1,0,1,8,Insert text box,1040,95,50,55,0,5,FALSE,3926,TRUE
4,0,1,0,1,0,1,1,37,Change left margin,255,125,43,20,1,3,FALSE,3922,TRUE
7,0,1,0,0,1,0,1,32,Change bottom margin,350,95,45,20,1,2,FALSE,3922,TRUE
8,0,0,1,1,1,0,1,5,Change cell lines,1002,120,45,30,3,1,FALSE,3915,TRUE
4,0,1,0,1,0,1,1,17,Change left margin,255,125,43,20,1,3,FALSE,3908,TRUE
8,0,0,1,1,1,0,1,1,Insert text box,1040,95,50,55,0,5,FALSE,3878,TRUE
6,0,1,0,1,0,1,1,31,Change size,67,92,55,58,1,1,FALSE,3846,TRUE
1,0,1,0,0,1,0,1,18,Justify text,407,125,28,20,0,2,FALSE,3830,TRUE
10,0,0,1,0,0,1,1,7,Change orientation,7,92,60,58,1,0,FALSE,3822,TRUE
4,0,1,0,1,0,1,1,7,Change left margin,255,125,43,20,1,3,FALSE,3813,TRUE
4,0,1,0,1,0,1,1,55,Change cell lines,1002,120,45,30,3,1,FALSE,3802,TRUE
3,0,0,1,1,1,0,1,2,Change cell lines,1002,120,45,30,3,1,FALSE,3789,TRUE
6,0,1,0,1,0,1,1,20,Change size,67,92,55,58,1,1,FALSE,3785,TRUE
1,0,1,0,0,1,0,1,4,Change cell shading,1002,95,45,30,3,0,FALSE,3766,TRUE
1,0,1,0,0,1,0,1,24,Change cell shading,1002,95,45,30,3,0,FALSE,3762,TRUE
4,0,1,0,1,0,1,1,14,Change size,67,92,55,58,1,1,FALSE,3756,TRUE
1,0,1,0,0,1,0,1,12,Change cell shading,1002,95,45,30,3,0,FALSE,3681,TRUE
9,0,0,1,0,0,1,1,1,Bold text,7,125,28,20,0,0,FALSE,3677,TRUE
4,0,1,0,1,0,1,1,6,Change cell lines,1002,120,45,30,3,1,FALSE,3676,TRUE
6,0,1,0,1,0,1,1,27,Center text,351,125,28,20,0,3,FALSE,3670,TRUE
8,0,0,1,1,1,0,1,14,Change cell lines,1002,120,45,30,3,1,FALSE,3652,TRUE
2,0,0,1,0,0,1,1,22,Change bottom margin,350,95,45,20,1,2,FALSE,3612,TRUE
4,0,1,0,1,0,1,1,5,Italicize text,35,125,28,20,0,1,FALSE,3601,TRUE
1,0,1,0,0,1,0,1,3,Bold text,7,125,28,20,0,0,FALSE,3577,TRUE
9,0,0,1,0,0,1,1,31,Change orientation,7,92,60,58,1,0,FALSE,3544,TRUE
4,0,1,0,1,0,1,1,82,Change cell lines,1002,120,45,30,3,1,FALSE,3535,TRUE
1,0,1,0,0,1,0,1,36,Justify text,407,125,28,20,0,2,FALSE,3515,TRUE
6,0,1,0,1,0,1,1,24,Change left margin,255,125,43,20,1,3,FALSE,3491,TRUE
2,0,0,1,0,0,1,1,1,Insert picture,1140,95,50,55,0,4,FALSE,3477,TRUE
1,0,1,0,0,1,0,1,8,Change bottom margin,350,95,45,20,1,2,FALSE,3472,TRUE
4,0,1,0,1,0,1,1,19,Change left margin,255,125,43,20,1,3,FALSE,3437,TRUE
8,0,0,1,1,1,0,1,31,Insert text box,1040,95,50,55,0,5,FALSE,3420,TRUE
9,0,0,1,0,0,1,1,21,Justify text,407,125,28,20,0,2,FALSE,3412,TRUE
2,0,0,1,0,0,1,1,19,Change cell shading,1002,95,45,30,3,0,FALSE,3383,TRUE
